player_name,role,total_runs,strike_rate,total_balls_faced,total_wickets_taken,total_runs_conceded,total_overs_bowled,total_matches_played,matches_played_as_batter,matches_played_as_bowler,matches_won,matches_lost,player_of_match_awards,team,average,percentage
SM Benade,Batter,100,78.125,128,4,43,111,389,389,0,238,151,0,South Africa,25,"438,60%"
R Kanoh,Batter,100,6.711.409.395.973.150,149,0,0,0,9,9,0,8,1,0,Thailand,0,"401,61%"
CJ Bowes,Batter,99,8.181.818.181.818.180,121,0,0,0,333,333,0,174,159,0,New Zealand,0,"450,00%"
Hamza Tariq,Batter,99,68.75,144,0,0,0,34,34,0,9,25,0,Canada,0,"407,41%"
BMSM Kumari,Batter,99,4.074.074.074.074.070,243,18,872,1024,497,497,0,231,266,0,Sri Lanka,5.5,"289,47%"
I Maraj,Batter,98,358.974.358.974.359,273,0,23,27,49,49,0,16,33,0,Canada,0,"264,15%"
JL Ontong,Batter,97,7.132.352.941.176.470,136,1,24,18,459,459,0,283,176,0,South Africa,97,"416,31%"
AL Kandappah,Batter,97,610.062.893.081.761,159,0,4,1,32,32,0,9,23,0,Canada,0,"378,91%"
RA Jones,Batter,96,5.133.689.839.572.190,187,0,0,0,315,315,0,164,151,0,New Zealand,0,"338,03%"
Tanzim Hasan Sakib,Batter,95,778.688.524.590.164,122,14,417,445,292,292,0,106,186,1,Bangladesh,6.785.714.285.714.280,"437,79%"
GEF Barnett,Batter,95,5.135.135.135.135.130,185,0,0,0,46,46,0,15,31,0,Canada,0,"339,29%"
RJ Trott,Batter,95,4.896.907.216.494.840,194,9,158,193,11,11,0,2,9,0,Bermuda,10.555.555.555.555.500,"328,72%"
RS Gavaskar,Batter,93,5.670.731.707.317.070,164,1,74,73,330,330,0,192,138,0,India,93,"361,87%"
Sanjida Islam,Batter,93,41.150.442.477.876.100,226,0,12,8,295,295,0,107,188,0,Bangladesh,0,"291,54%"
T Munyonga,Batter,92,6.715.328.467.153.280,137,0,10,6,186,186,0,47,139,0,Zimbabwe,0,"401,75%"
Shoriful Islam,Batter,91,8.584.905.660.377.350,106,46,1379,1445,327,327,0,127,200,0,Bangladesh,19.782.608.695.652.100,"461,93%"
JV Harris,Batter,91,4.396.135.265.700.480,207,0,0,0,49,49,0,16,33,0,Canada,0,"305,37%"
GB Murgatroyd,Batter,90,60.810.810.810.810.800,148,0,0,0,53,53,0,25,28,0,Namibia,0,"375,00%"
A Nehra,Batter,90,51.724.137.931.034.400,174,115,3363,3745,579,579,0,360,219,2,India,782.608.695.652.174,"340,91%"
SK Atai,Batter,90,4.891.304.347.826.080,184,0,35,48,62,62,0,12,50,0,Papua New Guinea,0,"328,47%"
Bilawal Bhatti,Batter,89,1.155.844.155.844.150,77,7,448,420,449,449,0,220,229,0,Pakistan,12.714.285.714.285.700,"536,14%"
PBB Rajapaksa,Batter,89,10.229.885.057.471.200,87,0,0,0,478,478,0,221,257,0,Sri Lanka,0,"505,68%"
SSD Arachchige,Batter,89,664.179.104.477.612,134,1,28,42,324,324,0,153,171,0,Sri Lanka,89,"399,10%"
TC Bastiampillai,Batter,89,54.601.226.993.865.000,163,0,12,6,32,32,0,9,23,0,Canada,0,"353,17%"
S Tippoch,Batter,89,3.938.053.097.345.130,226,9,100,211,9,9,0,8,1,0,Thailand,988.888.888.888.889,"282,54%"
Z James,Batter,89,3.677.685.950.413.220,242,13,235,304,417,417,0,162,255,0,West Indies,6.846.153.846.153.840,"268,88%"
Nashra Sandhu,Batter,89,2.755.417.956.656.340,323,87,2413,3282,463,463,0,223,240,0,Pakistan,10.229.885.057.471.200,"216,02%"
N Davin,Batter,88,8.380.952.380.952.380,105,0,0,0,54,54,0,25,29,0,Namibia,0,"455,96%"
SE Findlay,Batter,88,62.857.142.857.142.800,140,0,0,0,394,394,0,153,241,0,West Indies,0,"385,96%"
J Fraser-McGurk,Batter,87,14.745.762.711.864.400,59,0,0,0,488,488,0,340,148,0,Australia,0,"595,89%"
T Mupariwa,Batter,87,4.182.692.307.692.300,208,39,1225,1417,266,266,0,64,202,0,Zimbabwe,2.230.769.230.769.230,"294,92%"
P Mujaji,Batter,86,5.180.722.891.566.260,166,0,0,0,224,224,0,55,169,0,Zimbabwe,0,"341,27%"
FL Reifer,Batter,86,4.526.315.789.473.680,190,0,0,0,401,401,0,155,246,0,West Indies,0,"311,59%"
NE Bonner,Batter,85,6.071.428.571.428.570,140,1,56,67,384,384,0,151,233,0,West Indies,85,"377,78%"
J Sumerauer,Batter,84,11.351.351.351.351.300,74,10,213,246,4,4,0,1,3,0,Jersey,8.4,"525,00%"
SI Mahmood,Batter,84,8.484.848.484.848.480,99,38,1145,1238,509,509,0,291,218,2,England,2.210.526.315.789.470,"459,02%"
JJ Atkinson,Batter,84,5.526.315.789.473.680,152,0,0,0,12,12,0,3,9,0,Hong Kong,0,"355,93%"
CJ Nevin,Batter,83,54.966.887.417.218.500,151,0,0,0,411,411,0,214,197,0,New Zealand,0,"353,19%"
GT Main,Batter,82,9.213.483.146.067.410,89,33,609,695,95,95,0,51,44,1,Scotland,2.484.848.484.848.480,"479,53%"
C Hemraj,Batter,82,811.881.188.118.812,101,0,9,7,413,413,0,161,252,0,West Indies,0,"448,09%"
GC Bhogle,Batter,82,4.939.759.036.144.570,166,0,0,0,57,57,0,27,30,0,United States of America,0,"329,32%"
S Nitschke,Batter,81,9.642.857.142.857.140,84,1,73,93,416,416,0,296,120,1,Australia,81,"490,91%"
Mohammad Wasim,Batter,80,9.195.402.298.850.570,87,36,858,927,461,461,0,222,239,0,Pakistan,22.222.222.222.222.200,"479,04%"
A Lister,Batter,80,7.142.857.142.857.140,112,0,0,0,97,97,0,52,45,0,Scotland,0,"416,67%"
M McColl,Batter,80,6.896.551.724.137.930,116,0,0,0,97,97,0,52,45,0,Scotland,0,"406,09%"
GR Codrington,Batter,80,6.504.065.040.650.400,123,9,267,307,38,38,0,10,28,1,Canada,888.888.888.888.889,"394,09%"
Rabiya Shah,Batter,80,6.299.212.598.425.190,127,0,0,0,431,431,0,211,220,0,Pakistan,0,"386,47%"
M Terblanche,Batter,80,583.941.605.839.416,137,0,0,12,389,389,0,238,151,0,South Africa,0,"368,66%"
M Spoors,Batter,80,54.794.520.547.945.200,146,0,0,0,50,50,0,17,33,0,Canada,0,"353,98%"
D Langford-Smith,Batter,79,9.404.761.904.761.900,84,10,362,489,152,152,0,53,99,0,Ireland,7.9,"484,66%"
E Claridge,Batter,79,7.669.902.912.621.350,103,0,0,0,57,57,0,27,30,0,United States of America,0,"434,07%"
AI Chudasama,Batter,79,7.452.830.188.679.240,106,10,250,405,57,57,0,27,30,0,United States of America,7.9,"427,03%"
UT Yadav,Batter,79,5.808.823.529.411.760,136,116,3659,3701,565,565,0,349,216,0,India,6.810.344.827.586.200,"367,44%"
JP Greaves,Batter,79,5.766.423.357.664.230,137,1,95,86,388,388,0,152,236,0,West Indies,79,"365,74%"
E Schiferli,Batter,79,5.642.857.142.857.140,140,8,331,388,87,87,0,26,61,0,Netherlands,9.875,"360,73%"
S Badrinath,Batter,79,45.664.739.884.393.000,173,0,0,0,567,567,0,350,217,0,India,0,"312,25%"
MJ Cosgrove,Batter,78,9.629.629.629.629.620,81,0,12,24,473,473,0,332,141,1,Australia,0,"490,57%"
HJ Armitage,Batter,78,8.210.526.315.789.470,95,0,0,0,490,490,0,282,208,0,England,0,"450,87%"
T Suri,Batter,78,7.358.490.566.037.730,106,0,0,0,96,96,0,33,63,0,United Arab Emirates,0,"423,91%"
Sami Aslam,Batter,78,6.341.463.414.634.140,123,0,0,0,430,430,0,211,219,0,Pakistan,0,"388,06%"
SP Khakurel,Batter,78,4.698.795.180.722.890,166,0,0,0,64,64,0,32,32,0,Nepal,0,"319,67%"
WB Rankin,Batter,78,4.262.295.081.967.210,183,67,1996,2489,164,164,0,60,104,0,Ireland,1.164.179.104.477.610,"298,85%"
SC Taylor,Batter,77,10.547.945.205.479.400,73,0,0,0,412,412,0,239,173,0,England,0,"513,33%"
SP Krishnamurthi,Batter,77,7.777.777.777.777.770,99,0,26,36,49,49,0,24,25,0,United States of America,0,"437,50%"
Ravinderpal Singh,Batter,77,7.196.261.682.242.990,107,0,0,0,50,50,0,17,33,0,Canada,0,"418,48%"
GM Ewing,Batter,77,6.695.652.173.913.040,115,6,186,273,232,232,0,57,175,0,Zimbabwe,12.833.333.333.333.300,"401,04%"
SC Joseph,Batter,77,50.326.797.385.620.900,153,0,0,0,338,338,0,128,210,0,West Indies,0,"334,78%"
S Gajnabi,Batter,77,4.162.162.162.162.160,185,5,130,148,417,417,0,162,255,0,West Indies,15.4,"293,89%"
Syed Rasel,Batter,76,4.523.809.523.809.520,168,53,1634,2095,343,343,0,134,209,0,Bangladesh,14.339.622.641.509.400,"310,20%"
KW Richardson,Batter,75,10.714.285.714.285.700,70,45,1251,1338,531,531,0,370,161,1,Australia,16.666.666.666.666.600,"517,24%"
Utkarsh Srivastava,Batter,75,100,75,0,17,24,39,39,0,19,20,0,United States of America,0,"500,00%"
KDK Vithanage,Batter,75,8.152.173.913.043.470,92,0,17,12,435,435,0,204,231,0,Sri Lanka,0,"449,10%"
CA Lynn,Batter,75,8.152.173.913.043.470,92,0,0,0,379,379,0,272,107,0,Australia,0,"449,10%"
MNK Fernando,Batter,75,7.009.345.794.392.520,107,0,22,12,376,376,0,178,198,0,Sri Lanka,0,"412,09%"
SW Poynter,Batter,74,7.254.901.960.784.310,102,0,0,0,129,129,0,43,86,0,Ireland,0,"420,45%"
N Gwanzura,Batter,74,6.851.851.851.851.850,108,0,0,0,270,270,0,65,205,0,Zimbabwe,0,"402,17%"
MM Patel,Batter,74,6.491.228.070.175.430,114,93,2614,3188,579,579,0,360,219,2,India,7.956.989.247.311.820,"393,62%"
DS Bajwa,Batter,74,6.016.260.162.601.620,123,1,27,25,39,39,0,10,29,0,Canada,74,"375,63%"
U Raymond-Hoey,Batter,74,5.967.741.935.483.870,124,0,0,0,153,153,0,54,99,0,Ireland,0,"373,74%"
DS Weerakkody,Batter,73,10.895.522.388.059.700,67,0,0,0,262,262,0,124,138,0,Sri Lanka,0,"521,43%"
Kaleem Sana,Batter,73,7.525.773.195.876.280,97,27,561,813,50,50,0,17,33,0,Canada,27.037.037.037.037.000,"429,41%"
Waheed Ahmed,Batter,73,5.572.519.083.969.460,131,1,94,125,86,86,0,29,57,0,United Arab Emirates,73,"357,84%"
C Sutthiruang,Batter,73,5.488.721.804.511.270,133,7,149,246,9,9,0,8,1,0,Thailand,10.428.571.428.571.400,"354,37%"
SS McKechnie,Batter,73,5.140.845.070.422.530,142,0,0,0,14,14,0,4,10,0,Hong Kong,0,"339,53%"
TP Visee,Batter,72,10.909.090.909.090.900,66,0,0,0,88,88,0,27,61,0,Netherlands,0,"521,74%"
TL Best,Batter,72,631.578.947.368.421,114,36,994,1175,416,416,0,162,254,0,West Indies,2,"387,10%"
DR Brown,Batter,72,6.260.869.565.217.390,115,3,163,140,78,78,0,43,35,0,Scotland,24,"385,03%"
SD Outerbridge,Batter,72,4.897.959.183.673.460,147,1,11,6,12,12,0,2,10,0,Bermuda,72,"328,77%"
J Smits,Batter,72,3.692.307.692.307.690,195,0,0,0,75,75,0,22,53,0,Netherlands,0,"268,66%"
Wasim Akram,Batter,71,9.861.111.111.111.110,72,12,216,314,426,426,0,209,217,1,Pakistan,5.916.666.666.666.660,"496,50%"
BJ Bennett,Batter,71,9.466.666.666.666.660,75,0,27,12,242,242,0,58,184,0,Zimbabwe,0,"486,30%"
TK Patel,Batter,71,47.651.006.711.409.300,149,5,120,176,61,61,0,29,32,0,United States of America,14.2,"322,73%"
V Araa,Batter,71,3.966.480.446.927.370,179,11,221,322,56,56,0,10,46,0,Papua New Guinea,6.454.545.454.545.450,"284,00%"
Mohammad Aadil Alam,Batter,70,8.536.585.365.853.650,82,9,166,272,65,65,0,33,32,0,Nepal,7.777.777.777.777.770,"460,53%"
Shuvagata Hom,Batter,70,7.954.545.454.545.450,88,0,9,12,204,204,0,75,129,0,Bangladesh,0,"434,78%"
Haris Rauf,Batter,70,7.526.881.720.430.100,93,79,2029,2113,461,461,0,222,239,3,Pakistan,8.860.759.493.670.880,"429,45%"
Natalia Pervaiz,Batter,70,660.377.358.490.566,106,0,16,18,253,253,0,130,123,0,Pakistan,0,"397,73%"
N Dutta,Batter,70,57.377.049.180.327.800,122,2,177,236,50,50,0,17,33,0,Canada,35,"364,58%"
K Frank,Batter,70,5.384.615.384.615.380,130,0,0,0,56,56,0,10,46,0,Papua New Guinea,0,"350,00%"
TN de Grooth,Batter,70,46.666.666.666.666.600,150,0,0,0,73,73,0,22,51,0,Netherlands,0,"318,18%"
DR Mousley,Batter,69,784.090.909.090.909,88,0,17,13,495,495,0,284,211,0,England,0,"439,49%"
B Ward,Batter,69,6.509.433.962.264.150,106,4,186,183,4,4,0,1,3,0,Jersey,17.25,"389,83%"
Shakeel Ahmed,Batter,69,5.227.272.727.272.720,132,17,193,402,49,49,0,27,22,2,Oman,40.588.235.294.117.600,"343,28%"
Tilak Varma,Batter,68,54.400.000.000.000.000,125,0,39,42,580,580,0,360,220,0,India,0,"352,33%"
Sana Javed,Batter,68,50,136,0,0,0,383,383,0,190,193,0,Pakistan,0,"333,33%"
AS van Beuge,Batter,68,3.469.387.755.102.040,196,8,159,183,85,85,0,25,60,0,Netherlands,8.5,"257,58%"
RC Irani,Batter,67,53.6,125,8,288,355,457,457,0,262,195,0,England,8.375,"348,96%"
GM Strydom,Batter,67,5.037.593.984.962.400,133,0,24,30,201,201,0,52,149,0,Zimbabwe,0,"335,00%"
SR Waters,Batter,67,4.557.823.129.251.700,147,0,0,0,33,33,0,11,22,0,Kenya,0,"313,08%"
Sharmin Sultana,Batter,67,3.383.838.383.838.380,198,0,0,0,295,295,0,107,188,0,Bangladesh,0,"252,83%"
Mehran Khan,Batter,66,9.428.571.428.571.420,70,0,89,61,49,49,0,27,22,0,Oman,0,"485,29%"
JR Philippe,Batter,65,7.142.857.142.857.140,91,0,0,0,341,341,0,246,95,0,Australia,0,"416,67%"
CD de Lange,Batter,65,6.914.893.617.021.270,94,15,211,264,98,98,0,53,45,0,Scotland,4.333.333.333.333.330,"408,81%"
AD Poynter,Batter,65,48.507.462.686.567.100,134,0,0,0,144,144,0,51,93,0,Ireland,0,"325,00%"
S Molineux,Batter,64,8.311.688.311.688.310,77,23,339,613,484,484,0,338,146,1,Australia,2.782.608.695.652.170,"453,90%"
Yasir Arafat,Batter,64,6.213.592.233.009.700,103,2,327,355,423,423,0,207,216,0,Pakistan,32,"383,23%"
Batool Fatima,Batter,64,60.952.380.952.380.900,105,0,0,0,383,383,0,190,193,0,Pakistan,0,"376,47%"
AR Caddick,Batter,64,5.423.728.813.559.320,118,18,389,604,457,457,0,262,195,1,England,35.555.555.555.555.500,"351,65%"
N Boochatham,Batter,64,41.830.065.359.477.100,153,10,165,356,9,9,0,8,1,0,Thailand,6.4,"294,93%"
PD McGlashan,Batter,63,11.886.792.452.830.100,53,0,0,0,375,375,0,192,183,0,New Zealand,0,"543,10%"
AAP Atkinson,Batter,63,11.454.545.454.545.400,55,11,395,399,444,444,0,253,191,0,England,57.272.727.272.727.200,"533,90%"
L Tshuma,Batter,63,3.865.030.674.846.620,163,10,328,466,270,270,0,65,205,0,Zimbabwe,6.3,"278,76%"
Adnan Akmal,Batter,62,673.913.043.478.261,92,0,0,0,444,444,0,216,228,0,Pakistan,0,"402,60%"
J Gray,Batter,62,5.486.725.663.716.810,113,0,0,0,110,110,0,36,74,0,Ireland,0,"354,29%"
CS Fraser,Batter,62,4.626.865.671.641.790,134,9,358,409,417,417,0,162,255,0,West Indies,6.888.888.888.888.880,"314,72%"
BT Foakes,Batter,61,782.051.282.051.282,78,0,0,0,373,373,0,218,155,1,England,0,"438,85%"
K Klein,Batter,61,6.931.818.181.818.180,88,17,266,351,90,90,0,29,61,0,Netherlands,3.588.235.294.117.640,"409,40%"
S Laomi,Batter,61,5.495.495.495.495.490,111,16,176,295,9,9,0,8,1,0,Thailand,3.8125,"354,65%"
G Sultana,Batter,61,3.696.969.696.969.690,165,12,338,518,561,561,0,347,214,0,India,5.083.333.333.333.330,"269,91%"
Shahid Wasif,Batter,60,4.347.826.086.956.520,138,0,0,0,16,16,0,5,11,0,Hong Kong,0,"303,03%"
TG Norris,Batter,59,10.172.413.793.103.400,58,7,191,268,57,57,0,27,30,0,United States of America,8.428.571.428.571.420,"504,27%"
PJ Scholfield,Batter,59,9.672.131.147.540.980,61,0,0,0,490,490,0,282,208,0,England,0,"491,67%"
BAM Heath,Batter,59,9.672.131.147.540.980,61,0,0,0,490,490,0,282,208,0,England,0,"491,67%"
MJ Hay,Batter,59,8.194.444.444.444.440,72,0,0,0,216,216,0,113,103,0,New Zealand,0,"450,38%"
MR Swart,Batter,59,7.564.102.564.102.560,78,2,116,144,69,69,0,22,47,0,Netherlands,29.5,"430,66%"
Abdul Jabbar,Batter,59,686.046.511.627.907,86,0,0,0,32,32,0,9,23,0,Canada,0,"406,90%"
Shaila Sharmin,Batter,59,60.204.081.632.653.000,98,1,79,97,272,272,0,97,175,0,Bangladesh,59,"375,80%"
HJ Thomas,Batter,59,4.836.065.573.770.490,122,9,246,392,56,56,0,10,46,0,Papua New Guinea,6.555.555.555.555.550,"325,97%"
D Parashar,Batter,58,651.685.393.258.427,89,5,93,192,69,69,0,26,43,0,United Arab Emirates,11.6,"394,56%"
Mohammad Naim,Batter,58,5.858.585.858.585.850,99,0,0,0,322,322,0,123,199,0,Bangladesh,0,"369,43%"
Hammad Mirza,Batter,58,5.471.698.113.207.540,106,0,0,0,37,37,0,21,16,0,Oman,0,"353,66%"
M van Schoor,Batter,58,5.225.225.225.225.220,111,0,0,0,53,53,0,25,28,0,Namibia,0,"337,21%"
LL Tsotsobe,Batter,58,5.132.743.362.831.850,113,102,2360,2988,463,463,0,284,179,3,South Africa,5.686.274.509.803.920,"339,18%"
TMK Mawoyo,Batter,58,3.493.975.903.614.450,166,0,0,0,195,195,0,51,144,0,Zimbabwe,0,"258,93%"
Tayyab Tahir,Batter,57,12.391.304.347.826.000,46,0,0,0,409,409,0,203,206,0,Pakistan,0,"553,40%"
AJ Tye,Batter,57,118.75,48,15,396,400,501,501,0,350,151,0,Australia,3.8,"542,86%"
L Sreekumar,Batter,57,826.086.956.521.739,69,0,0,0,97,97,0,33,64,0,United Arab Emirates,0,"452,38%"
Akram Khan,Batter,57,5.588.235.294.117.640,102,0,0,0,346,346,0,134,212,0,Bangladesh,0,"358,49%"
S Jora,Batter,56,8.235.294.117.647.050,68,0,0,0,54,54,0,27,27,0,Nepal,0,"451,61%"
Zubayr Hamza,Batter,56,6.829.268.292.682.920,82,0,0,0,288,288,0,176,112,0,South Africa,0,"405,80%"
RK Singh,Batter,55,12.790.697.674.418.600,43,1,2,6,580,580,0,360,220,0,India,55,"561,22%"
FY Fazal,Batter,55,8.461.538.461.538.460,65,0,0,0,120,120,0,63,57,0,India,0,"458,33%"
J Figy John,Batter,55,7.333.333.333.333.330,75,0,0,0,95,95,0,33,62,0,United Arab Emirates,0,"423,08%"
AB Kaur,Batter,55,5.045.871.559.633.020,109,6,197,226,398,398,0,241,157,0,India,9.166.666.666.666.660,"335,37%"
DES Maxwell,Batter,54,120,45,0,0,0,38,38,0,10,28,0,Canada,0,"545,45%"
Kabir Ali,Batter,54,9.310.344.827.586.200,58,21,648,640,518,518,0,295,223,0,England,25.714.285.714.285.700,"477,88%"
A Nao,Batter,54,7.605.633.802.816.900,71,20,724,871,63,63,0,12,51,1,Papua New Guinea,2.7,"432,00%"
A Mazvishaya,Batter,54,4.462.809.917.355.370,121,12,350,491,270,270,0,65,205,0,Zimbabwe,4.5,"308,57%"
Mohammad Hasnain,Batter,53,15.588.235.294.117.600,34,20,705,695,461,461,0,222,239,0,Pakistan,2.65,"609,20%"
BCJ Cutting,Batter,53,791.044.776.119.403,67,5,160,220,463,463,0,323,140,0,Australia,10.6,"441,67%"
CAK Walton,Batter,53,6.022.727.272.727.270,88,0,0,0,402,402,0,155,247,0,West Indies,0,"375,89%"
P Maya,Batter,53,50.476.190.476.190.400,105,9,165,226,9,9,0,8,1,0,Thailand,5.888.888.888.888.880,"335,44%"
AR Berenger,Batter,53,4.608.695.652.173.910,115,0,0,0,60,60,0,24,36,0,United Arab Emirates,0,"315,48%"
K Thomson,Batter,52,7.536.231.884.057.970,69,0,39,21,352,352,0,212,140,0,South Africa,0,"429,75%"
AK Perera,Batter,52,6.265.060.240.963.850,83,0,33,36,448,448,0,209,239,0,Sri Lanka,0,"385,19%"
KE Ebrahim,Batter,52,54.736.842.105.263.100,95,4,83,110,238,238,0,124,114,0,New Zealand,13,"353,74%"
Waqas Khan,Batter,52,49.056.603.773.584.900,106,0,0,0,16,16,0,5,11,0,Hong Kong,0,"329,11%"
IR James,Batter,51,796.875,64,0,0,0,420,420,0,220,200,0,New Zealand,0,"443,48%"
AA Paradkar,Batter,51,60,85,9,245,224,49,49,0,24,25,0,United States of America,5.666.666.666.666.660,"375,00%"
RN Bhatia,Batter,51,4.473.684.210.526.310,114,3,337,348,92,92,0,31,61,0,United Arab Emirates,17,"309,09%"
CA Pujara,Batter,51,37.5,136,0,0,0,517,517,0,321,196,0,India,0,"272,73%"
WA Agar,Batter,50,11.627.906.976.744.100,43,0,44,70,341,341,0,246,95,0,Australia,0,"537,63%"
RTM Mendis,Batter,50,100,50,4,74,77,204,204,0,92,112,0,Sri Lanka,12.5,"500,00%"
VR Vanitha,Batter,50,78.125,64,0,0,0,358,358,0,210,148,0,India,0,"438,60%"
MJ Bulow,Batter,50,6.756.756.756.756.750,74,0,0,0,409,409,0,291,118,0,Australia,0,"403,23%"
EL Watson,Batter,50,40,125,0,0,0,97,97,0,52,45,0,Scotland,0,"285,71%"
SS Tiwary,Batter,49,8.596.491.228.070.170,57,0,0,0,391,391,0,234,157,0,India,0,"462,26%"
LHD Dilhara,Batter,49,8.166.666.666.666.660,60,3,101,126,245,245,0,114,131,0,Sri Lanka,16.333.333.333.333.300,"449,54%"
KO Meth,Batter,49,5.268.817.204.301.070,93,10,416,400,210,210,0,54,156,0,Zimbabwe,4.9,"345,07%"
TB Robinson,Batter,48,9.795.918.367.346.930,49,0,0,0,216,216,0,113,103,0,New Zealand,0,"494,85%"
Zulqarnain Haider,Batter,48,6.857.142.857.142.850,70,0,0,0,334,334,0,166,168,0,Pakistan,0,"406,78%"
Irfan Khan,Batter,48,6.486.486.486.486.480,74,0,0,0,428,428,0,211,217,0,Pakistan,0,"393,44%"
Tasqeen Qadeer,Batter,48,3.333.333.333.333.330,144,0,0,0,383,383,0,190,193,0,Pakistan,0,"248,70%"
G Kodali,Batter,46,60.526.315.789.473.600,76,7,275,306,57,57,0,27,30,1,United States of America,6.571.428.571.428.570,"377,05%"
Steven Ryan Taylor,Batter,46,5.679.012.345.679.010,81,0,23,21,13,13,0,7,6,0,United States of America,0,"362,20%"
KK Nair,Batter,46,5.168.539.325.842.690,89,0,0,0,559,559,0,347,212,0,India,0,"338,24%"
OV Anderson,Batter,46,4.742.268.041.237.110,97,0,0,0,166,166,0,109,57,1,South Africa,0,"321,68%"
SZ Thakor,Batter,46,4.509.803.921.568.620,102,10,378,442,490,490,0,303,187,0,India,4.6,"310,81%"
PP Ojha,Batter,46,4.035.087.719.298.240,114,21,660,882,565,565,0,349,216,0,India,21.904.761.904.761.900,"287,50%"
AE Smith,Batter,45,150,30,4,51,115,389,389,0,238,151,0,South Africa,11.25,"600,00%"
TH David,Batter,45,8.035.714.285.714.280,56,1,20,12,483,483,0,337,146,0,Australia,45,"445,54%"
M Karg,Batter,45,6.818.181.818.181.810,66,0,0,0,53,53,0,25,28,0,Namibia,0,"405,41%"
TV Mufambisi,Batter,45,6.338.028.169.014.080,71,0,0,0,249,249,0,60,189,0,Zimbabwe,0,"387,93%"
M De Ridder,Batter,45,60.810.810.810.810.800,74,0,0,0,453,453,0,278,175,0,South Africa,0,"378,15%"
IM Vaghela,Batter,45,4.945.054.945.054.940,91,4,221,280,57,57,0,27,30,0,United States of America,11.25,"330,88%"
Tabarak Dar,Batter,45,47.368.421.052.631.500,95,0,0,0,11,11,0,3,8,0,Hong Kong,0,"321,43%"
M Dillon,Batter,44,8.461.538.461.538.460,52,25,737,980,424,424,0,164,260,0,West Indies,1.76,"458,33%"
Al Sahariar,Batter,44,4.313.725.490.196.070,102,0,0,0,346,346,0,134,212,0,Bangladesh,0,"299,32%"
S Sreesanth,Batter,44,35.199.999.999.999.900,125,81,2388,2481,579,579,0,360,219,1,India,5.432.098.765.432.090,"260,36%"
NA de Groot,Batter,44,3.384.615.384.615.380,130,3,88,81,49,49,0,16,33,0,Canada,14.666.666.666.666.600,"252,87%"
RP Lefebvre,Batter,43,6.323.529.411.764.700,68,4,126,199,75,75,0,22,53,0,Netherlands,10.75,"387,39%"
SJ Swanepoel,Batter,43,4.343.434.343.434.340,99,0,0,0,51,51,0,24,27,0,Namibia,0,"302,82%"
Haider Ali,Batter,42,12.727.272.727.272.700,33,0,0,0,346,346,0,174,172,0,Pakistan,0,"560,00%"
CD Cumming,Batter,42,41.584.158.415.841.500,101,0,0,0,382,382,0,194,188,0,New Zealand,0,"293,71%"
WP Saha,Batter,41,6.949.152.542.372.880,59,0,0,0,579,579,0,360,219,0,India,0,"410,00%"
NE Farrant,Batter,41,640.625,64,4,179,218,395,395,0,232,163,0,England,10.25,"390,48%"
KY Ottley,Batter,41,5.394.736.842.105.260,76,0,0,0,388,388,0,152,236,0,West Indies,0,"350,43%"
JL Pattinson,Batter,41,5.124.999.999.999.990,80,13,652,705,460,460,0,321,139,0,Australia,31.538.461.538.461.500,"338,84%"
Fayyaz Ahmed,Batter,41,4.183.673.469.387.750,98,0,69,102,72,72,0,26,46,0,United Arab Emirates,0,"292,86%"
I Toua,Batter,41,41,100,11,288,395,56,56,0,10,46,1,Papua New Guinea,3.727.272.727.272.720,"290,78%"
TD Smartt,Batter,40,6.153.846.153.846.150,65,12,319,508,365,365,0,143,222,0,West Indies,33.333.333.333.333.300,"380,95%"
N Mlaba,Batter,40,5.882.352.941.176.470,68,24,1083,1365,471,471,0,290,181,0,South Africa,16.666.666.666.666.600,"370,37%"
M Shumba,Batter,40,4.819.277.108.433.730,83,0,27,29,179,179,0,44,135,0,Zimbabwe,0,"325,20%"
NB Mahwire,Batter,40,3.703.703.703.703.700,108,8,297,389,249,249,0,60,189,0,Zimbabwe,5,"270,27%"
SJ Tsukigawa,Batter,39,55.714.285.714.285.700,70,2,20,48,329,329,0,170,159,0,New Zealand,19.5,"357,80%"
Usama Mir,Batter,38,12.666.666.666.666.600,30,15,507,521,461,461,0,222,239,0,Pakistan,2.533.333.333.333.330,"550,72%"
TB Sole,Batter,38,1.027.027.027.027.020,37,9,291,412,101,101,0,54,47,1,Scotland,4.222.222.222.222.220,"506,67%"
N M'shangwe,Batter,38,8.636.363.636.363.630,44,2,165,219,140,140,0,33,107,0,Zimbabwe,19,"463,41%"
T Granger,Batter,38,6.551.724.137.931.030,58,2,112,108,270,270,0,65,205,0,Zimbabwe,19,"395,83%"
PP Chawla,Batter,38,6.333.333.333.333.330,60,33,1131,1330,546,546,0,337,209,0,India,11.515.151.515.151.500,"387,76%"
CS Terblanche,Batter,38,5.846.153.846.153.840,65,1,35,81,389,389,0,238,151,0,South Africa,38,"368,93%"
CKB Kulasekara,Batter,38,52.054.794.520.547.900,73,0,82,79,491,491,0,227,264,0,Sri Lanka,0,"342,34%"
TMM Newton,Batter,38,4.810.126.582.278.480,79,6,251,354,351,351,0,182,169,0,New Zealand,6.333.333.333.333.330,"324,79%"
